DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202403;1;MG;10069;ITAU;1444;1739984,65
202403;1;MG;52058;NUBANK;5717;6756022,29
202403;1;MG;30379;SANTANDER;338;448483,53
202403;1;MG;51011;VOTORANTIM;13;24883,27
202403;1;MS;51750;BANCO SICOOB;4;4954,89
202403;1;MS;30173;BANRISUL;1;202,16
202403;1;MS;49906;BB;243;306329,64
202403;1;MS;30290;BMG;19;19866,51
202403;1;MS;10045;BRADESCO;237;285027,46
202403;1;MS;49944;BTG PACTUAL;917;1290523,14
202403;1;MS;52072;C6 BANK;29;38959,21
202403;1;MS;51626;CAIXA ECONÔMICA FEDERAL;1763;2163688,48
202403;1;MS;51884;INTER;206;276646,82
202403;1;MS;10069;ITAU;146;173619,99
202403;1;MS;52058;NUBANK;1244;1420484,46
202403;1;MS;30379;SANTANDER;82;93567,44
202403;1;MS;51011;VOTORANTIM;5;6748,08
202403;1;MT;51750;BANCO SICOOB;16;26717,05
202403;1;MT;49906;BB;268;424549,17
202403;1;MT;30290;BMG;15;27866,05
202403;1;MT;10045;BRADESCO;157;237974,51
202403;1;MT;49944;BTG PACTUAL;1001;1642842,38
202403;1;MT;52072;C6 BANK;44;68400,40
202403;1;MT;51626;CAIXA ECONÔMICA FEDERAL;1194;1801172,28
202403;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;2;3654,98
202403;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;561,85
202403;1;MT;51884;INTER;230;306685,75
202403;1;MT;10069;ITAU;136;178724,04
202403;1;MT;52058;NUBANK;1189;1538188,16
202403;1;MT;30379;SANTANDER;64;90720,30
202403;1;MT;3632872;SICOOB CREDISUL;2;4471,46
202403;1;MT;51011;VOTORANTIM;14;21100,42
202403;1;PA;51750;BANCO SICOOB;2;3318,91
202403;1;PA;49906;BB;463;498962,23
202403;1;PA;4913711;BCO DO EST. DO PA S.A.;4;12603,55
202403;1;PA;30290;BMG;13;14336,98
202403;1;PA;10045;BRADESCO;341;355309,92
202403;1;PA;49944;BTG PACTUAL;1788;2152248,29
202403;1;PA;52072;C6 BANK;63;71192,04
202403;1;PA;51626;CAIXA ECONÔMICA FEDERAL;2036;1919879,25
202403;1;PA;51884;INTER;720;723289,89
202403;1;PA;10069;ITAU;408;440000,14
202403;1;PA;52058;NUBANK;2728;2444249,22
202403;1;PA;30379;SANTANDER;128;149264,78
202403;1;PA;51011;VOTORANTIM;8;11449,48
202403;1;PB;51750;BANCO SICOOB;1;1210,45
202403;1;PB;49906;BB;267;315499,00
202403;1;PB;30290;BMG;14;19416,10
202403;1;PB;10045;BRADESCO;239;247438,59
202403;1;PB;49944;BTG PACTUAL;1084;1462637,94
202403;1;PB;52072;C6 BANK;31;36882,17
202403;1;PB;51626;CAIXA ECONÔMICA FEDERAL;1789;1918265,91
202403;1;PB;51884;INTER;294;309968,32
202403;1;PB;10069;ITAU;193;191177,99
202403;1;PB;52058;NUBANK;1332;1358102,07
202403;1;PB;30379;SANTANDER;76;91792,61
202403;1;PB;51011;VOTORANTIM;3;6466,75
202403;1;PE;51750;BANCO SICOOB;3;1778,57
202403;1;PE;49906;BB;414;458929,39
202403;1;PE;30290;BMG;32;39228,74
202403;1;PE;10045;BRADESCO;385;422674,88
202403;1;PE;49944;BTG PACTUAL;2122;2576515,17
202403;1;PE;52072;C6 BANK;51;71223,88
202403;1;PE;51626;CAIXA ECONÔMICA FEDERAL;3504;3708802,45
202403;1;PE;4174720;CC SICOOB COOPEMAR;1;1437,37
202403;1;PE;51884;INTER;703;733351,17
202403;1;PE;10069;ITAU;471;551645,30
202403;1;PE;52058;NUBANK;2687;2716976,80
202403;1;PE;30379;SANTANDER;196;217404,98
202403;1;PE;51011;VOTORANTIM;8;13635,83
202403;1;PI;51750;BANCO SICOOB;1;326,07
202403;1;PI;30173;BANRISUL;1;200,14
202403;1;PI;49906;BB;314;376131,89
202403;1;PI;30290;BMG;10;10112,37
202403;1;PI;10045;BRADESCO;105;129273,40
202403;1;PI;49944;BTG PACTUAL;808;1063042,94
202403;1;PI;52072;C6 BANK;12;10457,68
202403;1;PI;51626;CAIXA ECONÔMICA FEDERAL;1397;1601756,88
202403;1;PI;51884;INTER;226;270591,65
202403;1;PI;10069;ITAU;110;111963,69
202403;1;PI;52058;NUBANK;1042;1094725,31
202403;1;PI;30379;SANTANDER;47;55942,03
202403;1;PI;51011;VOTORANTIM;3;1125,40
202403;1;PR;51750;BANCO SICOOB;13;18400,47
202403;1;PR;30173;BANRISUL;2;3267,14
202403;1;PR;49906;BB;454;607581,29
202403;1;PR;30290;BMG;26;38819,32
202403;1;PR;10045;BRADESCO;381;466938,97
202403;1;PR;49944;BTG PACTUAL;2823;4221208,30
202403;1;PR;52072;C6 BANK;108;137898,50
202403;1;PR;51626;CAIXA ECONÔMICA FEDERAL;3746;4310858,65
202403;1;PR;2466552;CC SICOOB VALE SUL;3;7200,28
202403;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;301,23
202403;1;PR;51884;INTER;587;708871,77
202403;1;PR;10069;ITAU;842;1022550,83
202403;1;PR;52058;NUBANK;3294;3852160,75
202403;1;PR;30379;SANTANDER;219;257627,03
202403;1;PR;51011;VOTORANTIM;11;13241,70
202403;1;RJ;51750;BANCO SICOOB;11;9155,31
202403;1;RJ;30173;BANRISUL;2;3618,37
202403;1;RJ;49906;BB;601;644214,13
202403;1;RJ;30290;BMG;70;73756,60
202403;1;RJ;10045;BRADESCO;1165;1175460,33
202403;1;RJ;49944;BTG PACTUAL;5384;6722462,09
202403;1;RJ;52072;C6 BANK;243;240250,73
202403;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;8265;8700839,56
202403;1;RJ;51884;INTER;1663;1805690,70
202403;1;RJ;10069;ITAU;2678;2792181,41
202403;1;RJ;52058;NUBANK;7820;7447628,03
202403;1;RJ;30379;SANTANDER;732;793828,34
202403;1;RJ;51011;VOTORANTIM;14;9574,32
202403;1;RN;51750;BANCO SICOOB;2;5389,66
202403;1;RN;49906;BB;313;348944,32
202403;1;RN;30290;BMG;33;67856,12
202403;1;RN;10045;BRADESCO;89;106463,52
202403;1;RN;49944;BTG PACTUAL;990;1334122,92
202403;1;RN;52072;C6 BANK;29;28590,11
202403;1;RN;51626;CAIXA ECONÔMICA FEDERAL;1317;1421652,64
202403;1;RN;51884;INTER;308;364480,60
202403;1;RN;10069;ITAU;131;159669,96
202403;1;RN;52058;NUBANK;1224;1203849,53
202403;1;RN;30379;SANTANDER;64;84671,45
202403;1;RN;51011;VOTORANTIM;2;976,98
202403;1;RO;51750;BANCO SICOOB;3;5724,28
202403;1;RO;49906;BB;215;326914,40
202403;1;RO;30290;BMG;6;11195,22
202403;1;RO;10045;BRADESCO;78;107655,55
202403;1;RO;49944;BTG PACTUAL;540;826816,67
202403;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;3;1967,69
202403;1;RO;52072;C6 BANK;16;26713,00
202403;1;RO;51626;CAIXA ECONÔMICA FEDERAL;985;1248814,74
202403;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;2;6067,45
202403;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;16;29165,37
202403;1;RO;51884;INTER;202;220437,08
202403;1;RO;10069;ITAU;84;122383,96
202403;1;RO;52058;NUBANK;898;1150554,50
202403;1;RO;30379;SANTANDER;45;67976,08
202403;1;RO;5203605;SICOOB AMAZÔNIA;3;7322,73
202403;1;RO;3632872;SICOOB CREDISUL;3;3871,39
202403;1;RO;51011;VOTORANTIM;3;6352,06
202403;1;RR;49906;BB;84;111843,05
202403;1;RR;10045;BRADESCO;22;28522,43
202403;1;RR;49944;BTG PACTUAL;171;251536,44
202403;1;RR;52072;C6 BANK;8;5366,26
202403;1;RR;51626;CAIXA ECONÔMICA FEDERAL;226;256068,09
202403;1;RR;51884;INTER;65;83028,69
202403;1;RR;10069;ITAU;56;63217,58
202403;1;RR;52058;NUBANK;255;290409,90
202403;1;RR;30379;SANTANDER;20;24161,91
202403;1;RR;51011;VOTORANTIM;1;1544,00
202403;1;RS;51750;BANCO SICOOB;2;2409,54
202403;1;RS;30173;BANRISUL;140;158672,33
202403;1;RS;49906;BB;437;513457,34
202403;1;RS;30290;BMG;29;36683,15
202403;1;RS;10045;BRADESCO;363;405184,45
202403;1;RS;49944;BTG PACTUAL;2631;3572015,79
202403;1;RS;52072;C6 BANK;91;124783,12
202403;1;RS;51626;CAIXA ECONÔMICA FEDERAL;4952;5631701,23
202403;1;RS;2466552;CC SICOOB VALE SUL;1;588,62
202403;1;RS;81014060;CCLAA ITAIPU SICOOB CREDITAIPU;1;774,77
202403;1;RS;51884;INTER;703;849644,40
202403;1;RS;10069;ITAU;558;630444,14
202403;1;RS;52058;NUBANK;3336;3666199,22
202403;1;RS;30379;SANTANDER;228;258524,87
202403;1;RS;51011;VOTORANTIM;10;9953,32
202403;1;SC;51750;BANCO SICOOB;16;21611,66
202403;1;SC;30173;BANRISUL;5;6559,82
202403;1;SC;49906;BB;276;371797,87
202403;1;SC;30290;BMG;18;27406,51
202403;1;SC;10045;BRADESCO;244;312685,99
202403;1;SC;49944;BTG PACTUAL;1797;2832031,14
202403;1;SC;52072;C6 BANK;83;109513,65
202403;1;SC;51626;CAIXA ECONÔMICA FEDERAL;2080;2738387,21
202403;1;SC;85291086;CC LITORÂNEA;1;1161,92
202403;1;SC;86829827;CCLA DO VALE;1;376,88
202403;1;SC;78825270;CCLA MAXI ALFA;10;17006,69
202403;1;SC;81014060;CCLAA ITAIPU SICOOB CREDITAIPU;1;147,99
202403;1;SC;51884;INTER;355;481377,77
202403;1;SC;10069;ITAU;301;404156,10
202403;1;SC;52058;NUBANK;1920;2538715,94
202403;1;SC;30379;SANTANDER;95;118904,93
202403;1;SC;86791837;SICOOB VALE DOS PINHAIS;1;2220,17
202403;1;SC;51011;VOTORANTIM;7;11601,06
202403;1;SE;49906;BB;114;123788,37
202403;1;SE;30290;BMG;6;14096,45
202403;1;SE;10045;BRADESCO;56;53246,86
202403;1;SE;49944;BTG PACTUAL;559;695000,20
202403;1;SE;52072;C6 BANK;15;18702,43
202403;1;SE;51626;CAIXA ECONÔMICA FEDERAL;923;1040495,57
202403;1;SE;51884;INTER;186;191872,41
202403;1;SE;10069;ITAU;63;75466,21
202403;1;SE;52058;NUBANK;691;646820,24
202403;1;SE;30379;SANTANDER;22;17022,87
202403;1;SE;51011;VOTORANTIM;2;5169,01
202403;1;SP;51750;BANCO SICOOB;18;24723,97
202403;1;SP;30173;BANRISUL;9;14214,85
202403;1;SP;49906;BB;2105;2463293,37
202403;1;SP;30290;BMG;165;239159,94
202403;1;SP;10045;BRADESCO;3112;3407825,21
202403;1;SP;49944;BTG PACTUAL;15904;21192294,21
202403;1;SP;52072;C6 BANK;627;744856,62
202403;1;SP;51626;CAIXA ECONÔMICA FEDERAL;15900;17806770,06
202403;1;SP;25420696;CC CREDINACIONAL LTDA - SICOOB CREDINACIONAL;1;2971,80
202403;1;SP;78825270;CCLA MAXI ALFA;1;413,34
202403;1;SP;51884;INTER;3786;4316201,21
202403;1;SP;10069;ITAU;5992;6758982,00
202403;1;SP;52058;NUBANK;18903;19980122,01
202403;1;SP;30379;SANTANDER;1632;1892256,82
202403;1;SP;51011;VOTORANTIM;44;55455,27
202403;1;TO;51750;BANCO SICOOB;1;1731,36
202403;1;TO;49906;BB;99;92927,95
202403;1;TO;30290;BMG;6;13681,31
202403;1;TO;10045;BRADESCO;40;50080,97
202403;1;TO;49944;BTG PACTUAL;202;257201,69
202403;1;TO;52072;C6 BANK;7;7071,91
202403;1;TO;51626;CAIXA ECONÔMICA FEDERAL;325;374910,45
202403;1;TO;51884;INTER;72;70455,98
202403;1;TO;10069;ITAU;36;48948,29
202403;1;TO;52058;NUBANK;363;366824,39
202403;1;TO;30379;SANTANDER;22;16970,33
202403;2;AC;51011;VOTORANTIM;5;7577,83
202403;2;AL;49944;BTG PACTUAL;4;20311,14
202403;2;AL;52072;C6 BANK;2;425,61
202403;2;AL;51011;VOTORANTIM;21;138686,89
202403;2;AM;10045;BRADESCO;9;96215,94
202403;2;AM;49944;BTG PACTUAL;6;17449,00
202403;2;AM;52072;C6 BANK;6;1359,54
202403;2;AM;51011;VOTORANTIM;22;167093,47
202403;2;AP;10045;BRADESCO;1;4929,96
202403;2;AP;51011;VOTORANTIM;6;15598,95
202403;2;BA;10045;BRADESCO;8;41083,24
202403;2;BA;49944;BTG PACTUAL;11;35186,92
202403;2;BA;52072;C6 BANK;15;3243,53
202403;2;BA;51626;CAIXA ECONÔMICA FEDERAL;1;108,29
202403;2;BA;51011;VOTORANTIM;58;291895,40
202403;2;CE;49906;BB;1;205,85
202403;2;CE;10045;BRADESCO;11;84928,37
202403;2;CE;49944;BTG PACTUAL;8;20470,44
202403;2;CE;52072;C6 BANK;9;1920,58
202403;2;CE;51626;CAIXA ECONÔMICA FEDERAL;1;89,94
202403;2;CE;51011;VOTORANTIM;63;239218,62
202403;2;DF;10045;BRADESCO;5;22925,75
202403;2;DF;49944;BTG PACTUAL;4;9577,94
202403;2;DF;52072;C6 BANK;6;1659,81
202403;2;DF;10069;ITAU;1;8,55
202403;2;DF;51011;VOTORANTIM;33;148871,61
202403;2;ES;10045;BRADESCO;2;7183,61
202403;2;ES;49944;BTG PACTUAL;3;11254,20
202403;2;ES;52072;C6 BANK;2;404,46
202403;2;ES;51011;VOTORANTIM;29;141378,53
202403;2;GO;10045;BRADESCO;6;42006,21
202403;2;GO;49944;BTG PACTUAL;4;7372,26
202403;2;GO;52072;C6 BANK;4;1790,99
202403;2;GO;51626;CAIXA ECONÔMICA FEDERAL;1;67,29
202403;2;GO;51011;VOTORANTIM;71;419458,56
202403;2;MA;10045;BRADESCO;4;14027,50
202403;2;MA;52072;C6 BANK;2;592,24
202403;2;MA;51011;VOTORANTIM;31;117849,24
202403;2;MG;10045;BRADESCO;22;135242,51
202403;2;MG;49944;BTG PACTUAL;14;48635,47
202403;2;MG;52072;C6 BANK;14;3168,69
202403;2;MG;51626;CAIXA ECONÔMICA FEDERAL;1;3,28
202403;2;MG;30379;SANTANDER;1;118,93
202403;2;MG;51011;VOTORANTIM;205;800338,95
202403;2;MS;10045;BRADESCO;6;13905,88
202403;2;MS;49944;BTG PACTUAL;1;9746,24
202403;2;MS;52072;C6 BANK;4;887,86
202403;2;MS;51626;CAIXA ECONÔMICA FEDERAL;1;102,84
202403;2;MS;51011;VOTORANTIM;40;136113,43
202403;2;MT;10045;BRADESCO;3;26697,77
202403;2;MT;49944;BTG PACTUAL;3;26056,60
202403;2;MT;52072;C6 BANK;2;428,27
202403;2;MT;51011;VOTORANTIM;50;301311,85
202403;2;PA;10045;BRADESCO;3;40294,81
202403;2;PA;49944;BTG PACTUAL;4;11918,12
202403;2;PA;52072;C6 BANK;3;659,69
202403;2;PA;51011;VOTORANTIM;40;325527,03
202403;2;PB;10045;BRADESCO;19;230680,59
202403;2;PB;49944;BTG PACTUAL;8;11648,78
202403;2;PB;52072;C6 BANK;1;201,48
202403;2;PB;51011;VOTORANTIM;30;82886,83
202403;2;PE;10045;BRADESCO;22;198451,81
202403;2;PE;49944;BTG PACTUAL;11;22341,13
202403;2;PE;52072;C6 BANK;4;938,17
202403;2;PE;51011;VOTORANTIM;44;135699,15
202403;2;PI;49944;BTG PACTUAL;3;9509,78
202403;2;PI;52072;C6 BANK;2;510,64
202403;2;PI;51011;VOTORANTIM;21;92786,58
202403;2;PR;10045;BRADESCO;20;249746,27
202403;2;PR;49944;BTG PACTUAL;9;36197,03
202403;2;PR;52072;C6 BANK;11;2481,86
202403;2;PR;10069;ITAU;1;3675,33
202403;2;PR;51011;VOTORANTIM;172;708870,94
202403;2;RJ;10045;BRADESCO;72;934599,94
202403;2;RJ;49944;BTG PACTUAL;21;85349,94
202403;2;RJ;52072;C6 BANK;15;3519,50
202403;2;RJ;10069;ITAU;2;342,42
202403;2;RJ;51011;VOTORANTIM;191;962143,47
202403;2;RN;10045;BRADESCO;2;9093,44
202403;2;RN;49944;BTG PACTUAL;1;1320,31
202403;2;RN;52072;C6 BANK;6;1214,12
202403;2;RN;51011;VOTORANTIM;32;212419,53
202403;2;RO;10045;BRADESCO;2;6928,71
202403;2;RO;49944;BTG PACTUAL;1;825,53
202403;2;RO;52072;C6 BANK;1;251,79
202403;2;RO;51011;VOTORANTIM;15;52454,08
202403;2;RR;10045;BRADESCO;5;124665,98
202403;2;RR;49944;BTG PACTUAL;1;2189,83
202403;2;RR;51011;VOTORANTIM;4;19153,68
202403;2;RS;49906;BB;1;200,05
202403;2;RS;10045;BRADESCO;25;222661,30
202403;2;RS;49944;BTG PACTUAL;13;26800,76
202403;2;RS;52072;C6 BANK;11;2711,25
202403;2;RS;51626;CAIXA ECONÔMICA FEDERAL;1;82,76
202403;2;RS;30379;SANTANDER;1;121,28
202403;2;RS;51011;VOTORANTIM;127;505507,52
202403;2;SC;10045;BRADESCO;15;153346,25
202403;2;SC;49944;BTG PACTUAL;4;8468,81
202403;2;SC;52072;C6 BANK;2;529,51
202403;2;SC;51011;VOTORANTIM;118;699562,32
202403;2;SE;49944;BTG PACTUAL;3;3721,09
202403;2;SE;52072;C6 BANK;1;217,06
202403;2;SE;51011;VOTORANTIM;12;25544,44
202403;2;SP;10045;BRADESCO;131;1194144,62
202403;2;SP;49944;BTG PACTUAL;60;151630,97
202403;2;SP;52072;C6 BANK;52;16294,94
202403;2;SP;51626;CAIXA ECONÔMICA FEDERAL;1;4724,82
202403;2;SP;10069;ITAU;7;11841,56
202403;2;SP;30379;SANTANDER;4;584,78
202403;2;SP;51011;VOTORANTIM;801;3518379,58
202403;2;TO;10045;BRADESCO;1;3710,26
202403;2;TO;51011;VOTORANTIM;8;42582,01
202404;1;AC;49906;BB;132;179526,80
202404;1;AC;30290;BMG;1;900,68
202404;1;AC;10045;BRADESCO;27;51070,66
202404;1;AC;49944;BTG PACTUAL;229;324409,78
202404;1;AC;52072;C6 BANK;7;10063,21
202404;1;AC;51626;CAIXA ECONÔMICA FEDERAL;191;226293,31
202404;1;AC;51884;INTER;51;50085,42
202404;1;AC;10069;ITAU;29;38047,73
202404;1;AC;52058;NUBANK;403;414782,44
202404;1;AC;30379;SANTANDER;41;18094,87
202404;1;AL;51750;BANCO SICOOB;1;167,11
202404;1;AL;49906;BB;212;250434,99
202404;1;AL;30290;BMG;2;5470,62
202404;1;AL;10045;BRADESCO;97;87298,00
202404;1;AL;49944;BTG PACTUAL;688;800503,88
202404;1;AL;52072;C6 BANK;7;11754,83
202404;1;AL;51626;CAIXA ECONÔMICA FEDERAL;603;577224,03
202404;1;AL;51884;INTER;182;172092,66
202404;1;AL;10069;ITAU;115;123600,34
202404;1;AL;52058;NUBANK;852;728002,70
202404;1;AL;30379;SANTANDER;122;33357,38
202404;1;AL;51011;VOTORANTIM;3;1479,15
202404;1;AM;30173;BANRISUL;1;2683,01
202404;1;AM;49906;BB;212;243777,56
202404;1;AM;30290;BMG;9;21947,87
202404;1;AM;10045;BRADESCO;493;666353,67
202404;1;AM;49944;BTG PACTUAL;1384;1908356,80
202404;1;AM;52072;C6 BANK;16;14986,96
202404;1;AM;51626;CAIXA ECONÔMICA FEDERAL;1096;1311172,30
202404;1;AM;51884;INTER;477;550438,91
202404;1;AM;10069;ITAU;367;472120,95
202404;1;AM;52058;NUBANK;2149;2408890,29
202404;1;AM;30379;SANTANDER;309;110974,32
202404;1;AM;5203605;SICOOB AMAZÔNIA;1;2343,96
202404;1;AM;3632872;SICOOB CREDISUL;1;308,69
202404;1;AM;51011;VOTORANTIM;1;1657,38
202404;1;AP;49906;BB;104;106387,54
202404;1;AP;4913711;BCO DO EST. DO PA S.A.;1;3833,16
202404;1;AP;10045;BRADESCO;23;21299,99
202404;1;AP;49944;BTG PACTUAL;169;225694,01
202404;1;AP;52072;C6 BANK;4;7024,63
202404;1;AP;51626;CAIXA ECONÔMICA FEDERAL;101;90223,71
202404;1;AP;51884;INTER;69;78113,31
202404;1;AP;10069;ITAU;40;39852,89
202404;1;AP;52058;NUBANK;240;184180,66
202404;1;AP;30379;SANTANDER;35;16214,79
202404;1;BA;51750;BANCO SICOOB;4;3742,10
202404;1;BA;49906;BB;926;1046202,62
202404;1;BA;30290;BMG;6;7591,02
202404;1;BA;10045;BRADESCO;676;715025,89
202404;1;BA;49944;BTG PACTUAL;2820;3487541,17
202404;1;BA;52072;C6 BANK;61;62893,26
202404;1;BA;51626;CAIXA ECONÔMICA FEDERAL;2181;2202801,31
202404;1;BA;51884;INTER;805;808881,93
202404;1;BA;10069;ITAU;602;709455,35
202404;1;BA;52058;NUBANK;3649;3545551,86
202404;1;BA;30379;SANTANDER;582;168953,32
202404;1;BA;73398646;SOC CC SICOOB COOPERE;3;10391,08
202404;1;BA;51011;VOTORANTIM;6;9161,33
202404;1;CE;51750;BANCO SICOOB;1;2039,64
202404;1;CE;30173;BANRISUL;2;3542,51
202404;1;CE;49906;BB;696;765987,92
202404;1;CE;30290;BMG;6;5206,27
202404;1;CE;10045;BRADESCO;513;547969,63
202404;1;CE;49944;BTG PACTUAL;2376;2920642,40
202404;1;CE;52072;C6 BANK;38;38976,50
202404;1;CE;51626;CAIXA ECONÔMICA FEDERAL;1557;1514256,62
202404;1;CE;51884;INTER;742;723265,23
202404;1;CE;10069;ITAU;381;420521,33
202404;1;CE;52058;NUBANK;3152;2915452,42
202404;1;CE;30379;SANTANDER;563;147896,30
202404;1;CE;51011;VOTORANTIM;7;11748,19
202404;1;DF;51750;BANCO SICOOB;2;1454,80
202404;1;DF;30173;BANRISUL;1;3690,33
202404;1;DF;49906;BB;348;450523,95
202404;1;DF;30290;BMG;6;5382,31
202404;1;DF;10045;BRADESCO;120;146114,12
202404;1;DF;49944;BTG PACTUAL;988;1422005,74
202404;1;DF;52072;C6 BANK;32;35654,01
202404;1;DF;51626;CAIXA ECONÔMICA FEDERAL;580;645607,75
202404;1;DF;51884;INTER;311;356404,12
202404;1;DF;10069;ITAU;199;210723,87
202404;1;DF;52058;NUBANK;1194;1208704,83
202404;1;DF;30379;SANTANDER;228;75038,32
202404;1;DF;51011;VOTORANTIM;2;2807,01
202404;1;ES;51750;BANCO SICOOB;9;15627,85
202404;1;ES;49906;BB;155;189191,65
202404;1;ES;30290;BMG;1;1723,33
202404;1;ES;10045;BRADESCO;80;94130,64
202404;1;ES;49944;BTG PACTUAL;813;1152885,32
202404;1;ES;52072;C6 BANK;14;11592,01
202404;1;ES;51626;CAIXA ECONÔMICA FEDERAL;544;657214,31
202404;1;ES;51884;INTER;211;232747,18
202404;1;ES;10069;ITAU;155;204749,21
202404;1;ES;52058;NUBANK;876;908039,56
202404;1;ES;30379;SANTANDER;216;49943,12
202404;1;GO;51750;BANCO SICOOB;1;4052,96
202404;1;GO;49906;BB;335;454359,02
202404;1;GO;30290;BMG;8;16752,39
202404;1;GO;10045;BRADESCO;222;227226,44
202404;1;GO;49944;BTG PACTUAL;1424;1966290,07
202404;1;GO;52072;C6 BANK;29;41196,74
202404;1;GO;51626;CAIXA ECONÔMICA FEDERAL;900;908323,70
202404;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;1;106,22
202404;1;GO;51884;INTER;415;433422,63
202404;1;GO;10069;ITAU;368;446364,58
202404;1;GO;52058;NUBANK;1680;1632480,17
202404;1;GO;30379;SANTANDER;265;91935,33
202404;1;GO;51011;VOTORANTIM;5;4919,18
202404;1;MA;51750;BANCO SICOOB;1;211,84
202404;1;MA;30173;BANRISUL;1;317,63
202404;1;MA;49906;BB;580;603908,72
202404;1;MA;30290;BMG;4;2176,34
202404;1;MA;10045;BRADESCO;236;240010,30
202404;1;MA;49944;BTG PACTUAL;931;1093132,65
202404;1;MA;52072;C6 BANK;16;24788,80
202404;1;MA;51626;CAIXA ECONÔMICA FEDERAL;687;588580,15
202404;1;MA;51884;INTER;299;265679,31
202404;1;MA;10069;ITAU;157;179103,56
202404;1;MA;52058;NUBANK;1436;1267526,24
202404;1;MA;30379;SANTANDER;180;54973,43
202404;1;MA;51011;VOTORANTIM;2;966,71
202404;1;MG;51750;BANCO SICOOB;34;46023,26
202404;1;MG;30173;BANRISUL;7;11006,79
202404;1;MG;49906;BB;992;1342971,96
202404;1;MG;30290;BMG;22;27916,37
202404;1;MG;10045;BRADESCO;740;925561,03
202404;1;MG;49944;BTG PACTUAL;4243;6050389,86
202404;1;MG;52072;C6 BANK;84;92816,68
202404;1;MG;51626;CAIXA ECONÔMICA FEDERAL;3878;4687263,99
202404;1;MG;25420696;CC CREDINACIONAL LTDA - SICOOB CREDINACIONAL;1;558,21
202404;1;MG;1736516;CCLA REG. CTR. E OESTE MINEIRO;1;3329,07
202404;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;1;2895,21
202404;1;MG;51884;INTER;1989;2065576,88
202404;1;MG;10069;ITAU;1201;1502659,73
202404;1;MG;52058;NUBANK;5231;5968050,06
202404;1;MG;30379;SANTANDER;875;323901,19
202404;1;MG;51011;VOTORANTIM;7;15567,41
202404;1;MS;49906;BB;279;339436,51
202404;1;MS;30290;BMG;1;3753,75
202404;1;MS;10045;BRADESCO;211;265930,56
202404;1;MS;49944;BTG PACTUAL;820;1120518,37
202404;1;MS;52072;C6 BANK;26;24221,80
202404;1;MS;51626;CAIXA ECONÔMICA FEDERAL;698;794661,34
202404;1;MS;51884;INTER;216;226671,49
202404;1;MS;10069;ITAU;126;160020,52
202404;1;MS;52058;NUBANK;1175;1299675,90
202404;1;MS;30379;SANTANDER;196;81935,37
202404;1;MS;51011;VOTORANTIM;1;471,73
202404;1;MT;51750;BANCO SICOOB;4;3712,75
202404;1;MT;49906;BB;286;404753,35
202404;1;MT;30290;BMG;6;2596,50
202404;1;MT;10045;BRADESCO;166;240697,91
202404;1;MT;49944;BTG PACTUAL;873;1458473,62
202404;1;MT;52072;C6 BANK;22;36613,50
202404;1;MT;51626;CAIXA ECONÔMICA FEDERAL;518;695534,39
202404;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;4998,71
202404;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;557,99
202404;1;MT;51884;INTER;178;244301,88
202404;1;MT;10069;ITAU;105;144454,10
202404;1;MT;52058;NUBANK;1083;1407790,82
202404;1;MT;30379;SANTANDER;151;79928,95
202404;1;MT;51011;VOTORANTIM;3;2492,43
202404;1;PA;51750;BANCO SICOOB;1;1137,37
202404;1;PA;49906;BB;494;553622,45
202404;1;PA;4913711;BCO DO EST. DO PA S.A.;5;9460,19
202404;1;PA;30290;BMG;5;9013,39
202404;1;PA;10045;BRADESCO;346;355804,28
202404;1;PA;49944;BTG PACTUAL;1596;1817961,44
202404;1;PA;52072;C6 BANK;41;37627,29
202404;1;PA;51626;CAIXA ECONÔMICA FEDERAL;1054;875513,93
202404;1;PA;37079720;CCLA SICOOB CREDIJUSTRA;1;449,29
202404;1;PA;51884;INTER;605;554493,07
202404;1;PA;10069;ITAU;360;406155,07
202404;1;PA;52058;NUBANK;2354;2086767,20
202404;1;PA;30379;SANTANDER;302;88834,03
202404;1;PA;51011;VOTORANTIM;4;4121,21
202404;1;PB;49906;BB;273;291537,09
202404;1;PB;30290;BMG;6;8045,53
202404;1;PB;10045;BRADESCO;209;222953,94
202404;1;PB;49944;BTG PACTUAL;987;1179294,99
202404;1;PB;52072;C6 BANK;15;21019,91
202404;1;PB;51626;CAIXA ECONÔMICA FEDERAL;674;646233,65
